case_id,time_s,max_displacement_mm,max_vm_kpa
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.17500000000000002,0.8019800065546759,5.51190674179
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.2,1.007083728101221,6.73865680837
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.225,1.0642591019968106,7.29764702978
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.25,1.0688139504846228,7.55992175546
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.275,1.179565987946543,8.37859715495
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.30000000000000004,1.399345751766814,9.62680609005
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.325,1.580133989686099,10.6799885797
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.35000000000000003,1.6070229338286877,11.0838267964
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.375,1.6056848270465776,11.4294850639
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.4,1.7801773977128734,12.4323784979
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.42500000000000004,2.0147581175781117,13.7585832112
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.45,2.129531434104863,14.5460638635
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.47500000000000003,2.1225980445018857,14.8207296969
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.5,2.1884837694075134,15.4240881782
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.525,2.389755497970776,16.5135979708
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.55,2.5923529377554524,17.7998231861
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.5750000000000001,2.6764318268962772,18.3742288927
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.6000000000000001,2.6670744763648693,18.6214255028
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.625,2.7565986740875728,19.409342156
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.65,3.007785837438661,20.6872359402
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.675,3.1754829271720566,21.7294780682
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.7000000000000001,3.1952087540832856,22.145704651
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.7250000000000001,3.2089345881057922,22.5155851437
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.75,3.3772839441381874,23.4517242439
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.775,3.599491753817035,24.8015314127
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.8,3.7208537362577667,25.6105861764
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.8250000000000001,3.743466928624112,25.9239567885
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.8500000000000001,3.7792365709356974,26.4550127529
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.875,3.9591976469828736,27.5604494679
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.9,4.200887396258809,28.7828464952
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.925,4.2811351036958625,29.4995119268
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.9500000000000001,4.266783958862542,29.7763046416
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.9750000000000001,4.359829366032051,30.399402558
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1,4.5741184401224935,31.6425266357
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.0250000000000001,4.736531901860585,32.4362436786
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.05,4.643478212237598,31.8849971764
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.075,4.419329932753263,30.9620723119
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.1,4.389556434158207,30.9374750926
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.125,4.636808756881717,31.8918248901
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.1500000000000001,4.766999185356965,32.4402191667
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.175,4.563533553933706,31.6490843314
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2000000000000002,4.359342893577288,30.7411258307
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2,4.3593428935772875,30.7411258307
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2049999999999998,4.3591761822322725,30.7229101653
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.21,4.368980031652763,30.7492402717
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2149999999999999,4.392765752676599,30.8380375826
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.22,4.430250637841014,30.9944026129
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2249999999999999,4.472858800506845,31.1770111895
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.23,4.522985402813828,31.4025289064
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2349999999999999,4.572982514947308,31.6306398333
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.24,4.6228479050676174,31.8613887935
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2449999999999999,4.665450165081946,32.0584692249
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.25,4.7052677124354405,32.2767584937
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.255,4.739407713481577,32.5930262481
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.26,4.781553540434949,33.1777482034
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.265,4.833758855032319,34.0147371237
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.27,4.921193196207635,35.3160884189
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.275,5.061933145079655,36.9872652089
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.28,5.262719079427664,38.9719621755
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.285,5.532014593936174,41.2455267052
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.29,5.87484397654879,43.7754374486
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.295,6.292272669057462,46.5222064301
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.3,6.786815160347025,49.450830145
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.305,7.335878875273151,52.4693624905
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.31,7.91042129966052,55.4918755918
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.315,8.489163651394755,58.4483923718
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.3199999999999998,9.052286305389327,61.2713775582
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.325,9.574462638827681,63.8583822328
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.33,10.034376774289239,66.1332146699
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.335,10.411546045275234,68.0338788685
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.3399999999999999,10.681637106921947,69.4926773146
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.345,10.837330425473462,70.517623831
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.3499999999999999,10.874747564649939,71.1245065032
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.355,10.797610746230347,71.3421737163
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.3599999999999999,10.621499932435656,71.2100818017
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.365,10.372181650066809,70.7742114334
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.3699999999999999,10.087704955546453,70.116696174
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.375,9.802519375427025,69.3355176195
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.38,9.55446370361989,68.5412759049
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.385,9.371274212073093,67.8495195011
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.39,9.263354172265135,67.3326054422
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.395,9.23031420091081,67.0296274436
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.4,9.272744750591324,67.0003563504
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.405,9.376019857006497,67.2361930098
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.41,9.536936458288285,67.7346890714
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.415,9.751059612983704,68.4530588965
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.42,10.003013041576985,69.325297933
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.425,10.261877791806619,70.2459701315
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.43,10.504467220221532,71.1168637752
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.435,10.706347726047802,71.8231216614
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.44,10.842465957097609,72.2639483194
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.4449999999999998,10.897358953731171,72.3819453976
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.45,10.859632207987174,72.1072152119
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.455,10.716550158097013,71.2955498362
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.46,10.482281115230702,69.9184657808
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.4649999999999999,10.16499989559513,67.9889261739
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.47,9.771749385277849,65.5503971696
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.475,9.305845215831036,62.6767643311
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.48,8.796876688768585,59.6291709871
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.4849999999999999,8.261685014813613,56.5647947145
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.49,7.718894534434586,53.5928957892
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.4949999999999999,7.190801412632173,50.7676883051
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.5,6.6953150192151725,48.085413845
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.505,6.247817693145704,45.5783017783
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.51,5.864932319048533,43.3236565751
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.515,5.552381862307391,41.3561670205
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.52,5.305898125636247,39.6419177366
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.525,5.123505029170276,38.1447660522
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.53,5.008518527993889,36.8672009585
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.535,4.946555304911914,35.7911296617
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.54,4.924545360202311,34.8980770005
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.545,4.927462455435881,34.1291770013
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.55,4.934054682725206,33.3633323129
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.555,4.92151679428896,32.4667216711
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.56,4.871352177325337,31.3506489853
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.565,4.762470246210123,29.9570406849
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.5699999999999998,4.572444937362994,28.2525684372
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.575,4.297055920479244,26.2406280297
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.58,3.9314121105833433,23.8902896171
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.585,3.4675912080240154,21.168587565
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.5899999999999999,2.918562273573249,18.1467024312
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.595,2.306360855142456,14.929239975
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.6,1.6564042616576438,11.6104238076
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.605,1.0092186659348756,8.30592809528
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.6099999999999999,0.5728317455388163,5.1211973177
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.615,0.29837105645717577,2.18398818566
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.6199999999999999,0.6003379984716918,0.887067279182
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.625,0.9249856585403683,2.50676133091
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.63,1.134999603342749,4.10943586767
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.635,1.2397526115784654,5.20518910164
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.64,1.2543271193419296,5.8328545241
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.645,1.1942936666687272,6.05643337128
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.65,1.0760658984339595,5.94605350652
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.655,0.9196872921312289,5.56288301801
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.66,0.7407349060211738,4.98054242701
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.665,0.5881115213853916,4.30682726407
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.67,0.5192971398538266,3.66458034542
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.675,0.4657599710479886,3.18790249497
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.68,0.4077499726378428,3.01731762865
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.685,0.3554687590463172,3.24506536423
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.69,0.3380268228316759,3.85212887761
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.6949999999999998,0.379346386552124,4.70811696229
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.7,0.5060995837149865,5.65790471002
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.705,0.7321947650656554,6.60517453295
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.71,1.0123327544094651,7.50832902445
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.7149999999999999,1.3037600078199674,8.32728670384
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.72,1.5717245298068683,9.03871026612
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.725,1.7860573629331487,9.61967009305
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.73,1.9313221081698912,10.044289332
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.7349999999999999,1.9981866798563184,10.26784059
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.74,1.979099003352961,10.2125785257
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.745,1.8707921213543897,9.77172251337
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.75,1.674034993544225,8.83040793809
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.755,1.391523841817968,7.33831784001
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.76,1.0299517577791,5.3429882205
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.7650000000000001,0.6041598658766404,2.93968217489
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.77,0.14876911113246016,0.381616872713
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.775,0.43697104518049557,2.85933283936
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.7799999999999998,0.8968508657639905,5.96874945389
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.785,1.391949563175984,9.03773443729
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.79,1.8710337132658361,11.910554504
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.795,2.319741576485221,14.4956498655
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.7999999999999998,2.723816567327327,16.7306550797
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.805,3.066787349848636,18.5845229269
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.81,3.335804083113193,20.0738950635
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.815,3.521626227650514,21.2464620892
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.8199999999999998,3.6196999520685824,22.1515625493
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.825,3.634082602698368,22.8491941646
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.83,3.581557770348936,23.4418124561
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.835,3.4923736212648255,24.0740504268
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.8399999999999999,3.4089577856590516,24.8767054531
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.845,3.3737690301008465,25.9169625758
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.85,3.4438778311366764,27.2182548212
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.855,3.6059516462661914,28.6727175523
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.8599999999999999,3.840836663274837,30.0565948025
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.865,4.160853380141566,31.3445423877
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.87,4.5214353312366695,32.5484805112
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.875,4.888227957633685,33.6841461079
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.88,5.23337641934123,34.7485607125
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.885,5.529533821148936,35.6628154585
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.8900000000000001,5.75300675879389,36.3138579703
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.895,5.887898153935781,36.6154034371
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.9,5.926216040523223,36.5421106025
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.9000000000000001,5.926216040523221,36.5421106025
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.925,4.657133379077161,31.7362528605
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.9500000000000002,3.3427206103045988,26.9551497112
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.975,4.183534400672875,28.7109018814
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2,5.550154826683906,35.7679185641
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.0250000000000004,5.295275094630344,36.1176467551
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.0500000000000003,4.183478297676458,28.4178693304
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.075,3.448971757637598,27.1537221397
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.1,4.410153873774811,31.5735977011
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.125,5.824004872077416,36.425570024
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.1500000000000004,5.189657910665688,34.0149421908
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.1750000000000003,3.4100487848781422,27.2870992353
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.2,3.7097667596953903,27.3463778312
stage6_tumor_large_central_hard100kPa,0,6.149718810243006E-13,3.04929623272e-10
stage6_tumor_large_central_hard100kPa,0.025,0.0258502937971806,0.363112281866
stage6_tumor_large_central_hard100kPa,0.05,0.17834595428879407,1.41975757922
stage6_tumor_large_central_hard100kPa,0.07500000000000001,0.41456882681341156,2.6833046155
stage6_tumor_large_central_hard100kPa,0.1,0.5452853007793013,3.48696652432
stage6_tumor_large_central_hard100kPa,0.125,0.5222008208732121,3.7844827621
stage6_tumor_large_central_hard100kPa,0.15000000000000002,0.5849394483903392,4.32144830849
stage6_tumor_large_central_hard100kPa,0.17500000000000002,0.8019800065546735,5.51190674179
stage6_tumor_large_central_hard100kPa,0.2,1.007083728101223,6.73865680837
stage6_tumor_large_central_hard100kPa,0.225,1.064259101996816,7.29764702978
stage6_tumor_large_central_hard100kPa,0.25,1.0688139504846248,7.55992175546
stage6_tumor_large_central_hard100kPa,0.275,1.179565987946539,8.37859715495
stage6_tumor_large_central_hard100kPa,0.30000000000000004,1.3993457517668133,9.62680609005
stage6_tumor_large_central_hard100kPa,0.325,1.5801339896860995,10.6799885797
stage6_tumor_large_central_hard100kPa,0.35000000000000003,1.6070229338286888,11.0838267964
stage6_tumor_large_central_hard100kPa,0.375,1.6056848270465807,11.4294850639
stage6_tumor_large_central_hard100kPa,0.4,1.7801773977128728,12.4323784979
stage6_tumor_large_central_hard100kPa,0.42500000000000004,2.014758117578107,13.7585832112
stage6_tumor_large_central_hard100kPa,0.45,2.1295314341048637,14.5460638635
stage6_tumor_large_central_hard100kPa,0.47500000000000003,2.1225980445018737,14.8207296969
stage6_tumor_large_central_hard100kPa,0.5,2.188483769407514,15.4240881782
stage6_tumor_large_central_hard100kPa,0.525,2.3897554979707785,16.5135979708
stage6_tumor_large_central_hard100kPa,0.55,2.5923529377554453,17.7998231861
stage6_tumor_large_central_hard100kPa,0.5750000000000001,2.676431826896278,18.3742288927
stage6_tumor_large_central_hard100kPa,0.6000000000000001,2.6670744763648613,18.6214255028
stage6_tumor_large_central_hard100kPa,0.625,2.7565986740875745,19.409342156
stage6_tumor_large_central_hard100kPa,0.65,3.0077858374386626,20.6872359402
stage6_tumor_large_central_hard100kPa,0.675,3.175482927172048,21.7294780682
stage6_tumor_large_central_hard100kPa,0.7000000000000001,3.195208754083295,22.145704651
stage6_tumor_large_central_hard100kPa,0.7250000000000001,3.208934588105765,22.5155851437
stage6_tumor_large_central_hard100kPa,0.75,3.3772839441381795,23.4517242439
stage6_tumor_large_central_hard100kPa,0.775,3.5994917538170395,24.8015314127
stage6_tumor_large_central_hard100kPa,0.8,3.7208537362577783,25.6105861764
stage6_tumor_large_central_hard100kPa,0.8250000000000001,3.743466928624117,25.9239567885
stage6_tumor_large_central_hard100kPa,0.8500000000000001,3.77923657093569,26.4550127529
stage6_tumor_large_central_hard100kPa,0.875,3.9591976469828545,27.5604494679
stage6_tumor_large_central_hard100kPa,0.9,4.20088739625876,28.7828464952
stage6_tumor_large_central_hard100kPa,0.925,4.281135103695895,29.4995119268
stage6_tumor_large_central_hard100kPa,0.9500000000000001,4.266783958862578,29.7763046416
stage6_tumor_large_central_hard100kPa,0.9750000000000001,4.359829366032026,30.399402558
stage6_tumor_large_central_hard100kPa,1,4.574118440122475,31.6425266357
stage6_tumor_large_central_hard100kPa,1.0250000000000001,4.736531901860656,32.4362436786
stage6_tumor_large_central_hard100kPa,1.05,4.643478212237609,31.8849971764
stage6_tumor_large_central_hard100kPa,1.075,4.419329932753227,30.9620723119
stage6_tumor_large_central_hard100kPa,1.1,4.3895564341580835,30.9374750926
stage6_tumor_large_central_hard100kPa,1.125,4.636808756881688,31.8918248901
stage6_tumor_large_central_hard100kPa,1.1500000000000001,4.766999185356905,32.4402191667
stage6_tumor_large_central_hard100kPa,1.175,4.563533553933715,31.6490843314
stage6_tumor_large_central_hard100kPa,1.2000000000000002,4.359342893577149,30.7411258307
stage6_tumor_large_central_hard100kPa,1.2,4.359342893577149,30.7411258307
stage6_tumor_large_central_hard100kPa,1.2049999999999998,4.359176182232264,30.7229101653
stage6_tumor_large_central_hard100kPa,1.21,4.368980031652664,30.7492402717
stage6_tumor_large_central_hard100kPa,1.2149999999999999,4.392765752676615,30.8380375826
stage6_tumor_large_central_hard100kPa,1.22,4.43025063784096,30.9944026129
stage6_tumor_large_central_hard100kPa,1.2249999999999999,4.47285880050679,31.1770111895
stage6_tumor_large_central_hard100kPa,1.23,4.522985402813806,31.4025289064
stage6_tumor_large_central_hard100kPa,1.2349999999999999,4.572982514947294,31.6306398333
stage6_tumor_large_central_hard100kPa,1.24,4.622847905067586,31.8613887935
stage6_tumor_large_central_hard100kPa,1.2449999999999999,4.665450165081941,32.0584692249
stage6_tumor_large_central_hard100kPa,1.25,4.705267712435457,32.2767584937
stage6_tumor_large_central_hard100kPa,1.255,4.739407713481609,32.5930262481
stage6_tumor_large_central_hard100kPa,1.26,4.781553540434913,33.1777482034
