case_id,time_s,avg_displacement_mm,avg_vm_kpa
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.875,2.2080255060349994,0.671579059815
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.9,2.3166306843882314,0.705358084553
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.925,2.369790667186029,0.721278318739
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.9500000000000001,2.382693683058722,0.724555519782
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,0.9750000000000001,2.4296356451599292,0.738948085915
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1,2.5369864818258283,0.771860982981
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.0250000000000001,2.617918624780202,0.79711652555
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.05,2.566669067287784,0.781620897718
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.075,2.465714111019202,0.749299776851
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.1,2.4654570489620657,0.749340143689
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.125,2.567531635085016,0.781743640708
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.1500000000000001,2.61656506921299,0.796766967825
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.175,2.537318755563637,0.772147607988
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2000000000000002,2.4507346378972055,0.744709451468
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2,2.450734637897206,0.744709451468
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2049999999999998,2.4484323101271013,0.743960092151
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.21,2.4501767259763523,0.744504628215
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2149999999999999,2.457596955042155,0.746863736832
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.22,2.471612238394437,0.751321259082
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2249999999999999,2.4883022292490558,0.75662605435
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.23,2.5098873803511603,0.763464326127
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2349999999999999,2.5322887151971476,0.770537727772
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.24,2.5555193277312376,0.777850029262
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.2449999999999999,2.576317671995001,0.784354971044
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.25,2.5967982709613047,0.790705288724
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.255,2.617616416436578,0.796988023375
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.26,2.6485842998906874,0.806077353954
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.265,2.690515990093493,0.818236175886
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.27,2.7622506462570127,0.838947325748
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.275,2.870236633968177,0.870348176947
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.28,3.0127877955055515,0.912244935085
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.285,3.189711035286315,0.964872539751
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.29,3.399040235326648,1.02789460477
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.295,3.6371239146533,1.10039396832
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.3,3.9004217706579696,1.18148114301
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.305,4.177614726834898,1.26760632464
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.31,4.457548076074427,1.35508217505
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.315,4.73154753888504,1.44102474174
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.3199999999999998,4.991638132788054,1.52274365031
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.325,5.226777393933683,1.59652548544
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.33,5.429476762346178,1.65975762249
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.335,5.59356505838107,1.7103219529
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.3399999999999999,5.712296665121835,1.74606097491
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.345,5.786547157853633,1.76748276382
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.3499999999999999,5.817787535578872,1.77535256006
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.355,5.809956309272768,1.77117824742
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.3599999999999999,5.769304159493989,1.75708212579
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.365,5.702954301198947,1.73539071244
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.3699999999999999,5.620566683283517,1.70914885896
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.375,5.531654700618919,1.68126495814
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.38,5.4461312588539865,1.6546626589
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.385,5.373308456060621,1.63197958823
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.39,5.319550031768647,1.61508959755
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.395,5.289808890412016,1.60558382825
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.4,5.291619048536853,1.60592832438
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.405,5.321282179760217,1.61506569918
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.41,5.376313123388531,1.63229216676
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.415,5.453033357098917,1.65652199921
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.42,5.545702382501393,1.68596986804
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.425,5.643778293057607,1.71726311304
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.43,5.738656745754528,1.74768013307
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.435,5.819589114696031,1.77382523407
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.44,5.875664939959908,1.79221501506
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.4449999999999998,5.900391726340275,1.8007489554
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.45,5.88726376178761,1.79734351809
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.455,5.82568655210143,1.77867224271
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.46,5.716551693736585,1.74508557306
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.4649999999999999,5.562474474764266,1.69746906399
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.47,5.36656473535377,1.6368476198
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.475,5.129418994982623,1.56349334496
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.48,4.866563334716369,1.48229650292
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.4849999999999999,4.587803603875257,1.39633285649
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.49,4.303903419146938,1.30891038869
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.4949999999999999,4.027632976788563,1.22386667041
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.5,3.7686427139359995,1.14406829089
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.505,3.53471574575609,1.0718858604
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.51,3.334860898068871,1.01016392844
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.515,3.172308122698664,0.960042750209
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.52,3.04448842860933,0.920832501209
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.525,2.9490824877448527,0.891895660131
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.53,2.8847615057533584,0.872986473356
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.535,2.8411751794165316,0.860989397838
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.54,2.809644748197513,0.853203767718
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.545,2.781656214154272,0.846838184122
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.55,2.7463019319788766,0.838223673459
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.555,2.695317250496877,0.824538294771
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.56,2.621572340347461,0.803441617413
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.565,2.5173747567487292,0.772478412055
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.5699999999999998,2.376460831605643,0.729683555024
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.575,2.2010694040042247,0.675818781239
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.58,1.9921161682703603,0.611213373439
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.585,1.7499712122290554,0.536039920511
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.5899999999999999,1.4822499079180287,0.452784692563
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.595,1.1983973258978928,0.364526349177
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.6,0.907072237128725,0.274138035228
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.605,0.6193223537487662,0.185339197947
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.6099999999999999,0.3455742466283846,0.102092086205
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.615,0.11390147431594977,0.0343882802436
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.6199999999999999,0.16115498805744682,0.0479960335831
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.625,0.31584117974656295,0.0996097380831
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.63,0.4431368512785002,0.139068368977
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.635,0.5289136345139553,0.165176499706
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.64,0.5721220113678515,0.178242575184
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.645,0.5764671790305883,0.179437391173
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.65,0.5483477127950557,0.170631247892
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.655,0.4959093512566884,0.15422606812
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.66,0.4283584477278204,0.132935001605
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.665,0.35530975044579377,0.109641845807
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.67,0.28614239812898656,0.0874342511421
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.675,0.22949296651136625,0.0691856145268
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.68,0.19317304067514224,0.0576625760951
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.685,0.1839557126249019,0.0558483980578
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.69,0.20484977938381668,0.0618254949385
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.6949999999999998,0.25533322936520697,0.0748631909199
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.7,0.3328949897857386,0.0971249165047
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.705,0.43237915885185446,0.128009903233
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.71,0.5463893099611147,0.164532798202
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.7149999999999999,0.6658435289157427,0.203292870981
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.72,0.7805267202113855,0.240745744166
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.725,0.8797531864466318,0.273215935337
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.73,0.9531489761508063,0.297178067219
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.7349999999999999,0.9914796666115133,0.309599050767
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.74,0.987447123221524,0.308243082279
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.745,0.9363746497284626,0.291854930258
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.75,0.8366757773460503,0.260201482122
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.755,0.6900118341626976,0.214035043676
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.76,0.5007616423242606,0.154914171228
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.7650000000000001,0.2772373838011348,0.0855493442461
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.77,0.05269094552944371,0.0138983112379
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.775,0.24552945241395888,0.0756142285175
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.7799999999999998,0.5140352883229047,0.157580373307
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.785,0.7762005471219343,0.237727293144
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.79,1.020844533731593,0.312654683532
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.795,1.2392397033588538,0.379772396946
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.7999999999999998,1.4253169567407986,0.43719723034
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.805,1.576024288211421,0.48385451285
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.81,1.691407903830273,0.519527817117
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.815,1.774436132067581,0.54488509954
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.8199999999999998,1.8306582452969526,0.56147939809
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.825,1.8677196625699186,0.571636742419
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.83,1.8946994444144276,0.578231600924
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.835,1.9214689608777584,0.584458995537
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.8399999999999999,1.9578803622600431,0.593569106719
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.845,2.01279309183059,0.608524944807
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.85,2.093714181788778,0.631837344563
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.855,2.203251872096142,0.664489776885
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.8599999999999999,2.333675254272849,0.704358310705
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.865,2.4744617354980694,0.748352348407
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.87,2.6156461418918147,0.793386912442
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.875,2.7480144184927098,0.836310017993
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.88,2.8632210572872214,0.874154102883
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.885,2.954066894125314,0.904324643078
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.8900000000000001,3.014897421456063,0.924755928095
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.895,3.0419804202775684,0.934050354033
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.9,3.0337739606713487,0.931634244173
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.9000000000000001,3.0337739606713474,0.931634244173
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.925,2.564938588111776,0.778897887077
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.9500000000000002,2.041590378760117,0.616969394327
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,1.975,2.2671084488769107,0.687811925255
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2,2.9376033672344453,0.898572189147
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.0250000000000004,2.9760541903419537,0.908400755076
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.0500000000000003,2.2824384826843223,0.693312539587
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.075,2.0057535300034153,0.605599497447
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.1,2.5744802033807535,0.780877745965
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.125,3.042521153533079,0.93491839955
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.1500000000000004,2.7300957571828905,0.830822546103
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.1750000000000003,2.117928893565642,0.639500237449
stage6_tumor_large_central_xoffset055_125g_volumetric_skin_soft_interior_solve,2.2,2.134249510543097,0.648429410184
stage6_tumor_large_central_hard100kPa,0,4.113023333752026E-13,3.91740544272e-13
stage6_tumor_large_central_hard100kPa,0.025,0.02001740885199446,0.00582888079682
stage6_tumor_large_central_hard100kPa,0.05,0.10912193886117914,0.0328084032863
stage6_tumor_large_central_hard100kPa,0.07500000000000001,0.2232851677588388,0.0684315900206
stage6_tumor_large_central_hard100kPa,0.1,0.2865635846057683,0.0875289842203
stage6_tumor_large_central_hard100kPa,0.125,0.29886780456575013,0.0906799326422
stage6_tumor_large_central_hard100kPa,0.15000000000000002,0.33844816676183825,0.102611939139
stage6_tumor_large_central_hard100kPa,0.17500000000000002,0.44180086577376637,0.134372688665
stage6_tumor_large_central_hard100kPa,0.2,0.547890762583241,0.167150816051
stage6_tumor_large_central_hard100kPa,0.225,0.5905252514326662,0.179836509686
stage6_tumor_large_central_hard100kPa,0.25,0.5996299389346531,0.182134731187
stage6_tumor_large_central_hard100kPa,0.275,0.6620056420398537,0.201043636295
stage6_tumor_large_central_hard100kPa,0.30000000000000004,0.7780032515280482,0.236847120813
stage6_tumor_large_central_hard100kPa,0.325,0.86459655851918,0.263583771063
stage6_tumor_large_central_hard100kPa,0.35000000000000003,0.8876774239359009,0.270003712907
stage6_tumor_large_central_hard100kPa,0.375,0.9090797130075556,0.276162058981
stage6_tumor_large_central_hard100kPa,0.4,0.9928466475724037,0.301953254884
stage6_tumor_large_central_hard100kPa,0.42500000000000004,1.1079817157334133,0.337285799531
stage6_tumor_large_central_hard100kPa,0.45,1.1746239625955996,0.357863075229
stage6_tumor_large_central_hard100kPa,0.47500000000000003,1.1867905032950776,0.360886762829
stage6_tumor_large_central_hard100kPa,0.5,1.2236032069979133,0.371735259074
stage6_tumor_large_central_hard100kPa,0.525,1.3269460021818367,0.403853450521
stage6_tumor_large_central_hard100kPa,0.55,1.4349045453060192,0.436881140212
stage6_tumor_large_central_hard100kPa,0.5750000000000001,1.4766740169602333,0.449500764999
stage6_tumor_large_central_hard100kPa,0.6000000000000001,1.487156694911218,0.452227202653
stage6_tumor_large_central_hard100kPa,0.625,1.5487657664585988,0.470721360142
stage6_tumor_large_central_hard100kPa,0.65,1.6613895884837633,0.505709007733
stage6_tumor_large_central_hard100kPa,0.675,1.7512303753877339,0.533242869037
stage6_tumor_large_central_hard100kPa,0.7000000000000001,1.7772163118449336,0.540745383164
stage6_tumor_large_central_hard100kPa,0.7250000000000001,1.794897299429147,0.545639754271
stage6_tumor_large_central_hard100kPa,0.75,1.8766992114209582,0.570778911568
stage6_tumor_large_central_hard100kPa,0.775,1.9945359841741412,0.607184204353
stage6_tumor_large_central_hard100kPa,0.8,2.0606669003851894,0.627223199181
stage6_tumor_large_central_hard100kPa,0.8250000000000001,2.076497989175672,0.631732061197
stage6_tumor_large_central_hard100kPa,0.8500000000000001,2.111420706246807,0.64197339757
stage6_tumor_large_central_hard100kPa,0.875,2.208025506034992,0.671579059815
stage6_tumor_large_central_hard100kPa,0.9,2.3166306843882154,0.705358084553
stage6_tumor_large_central_hard100kPa,0.925,2.3697906671860376,0.721278318739
stage6_tumor_large_central_hard100kPa,0.9500000000000001,2.382693683058735,0.724555519782
stage6_tumor_large_central_hard100kPa,0.9750000000000001,2.4296356451599177,0.738948085915
stage6_tumor_large_central_hard100kPa,1,2.5369864818258194,0.771860982981
stage6_tumor_large_central_hard100kPa,1.0250000000000001,2.617918624780241,0.79711652555
stage6_tumor_large_central_hard100kPa,1.05,2.5666690672877888,0.781620897718
stage6_tumor_large_central_hard100kPa,1.075,2.465714111019182,0.74929977685
stage6_tumor_large_central_hard100kPa,1.1,2.465457048962021,0.749340143689
stage6_tumor_large_central_hard100kPa,1.125,2.5675316350850035,0.781743640708
stage6_tumor_large_central_hard100kPa,1.1500000000000001,2.61656506921297,0.796766967825
stage6_tumor_large_central_hard100kPa,1.175,2.5373187555636387,0.772147607988
stage6_tumor_large_central_hard100kPa,1.2000000000000002,2.4507346378971544,0.744709451468
stage6_tumor_large_central_hard100kPa,1.2,2.450734637897155,0.744709451468
stage6_tumor_large_central_hard100kPa,1.2049999999999998,2.4484323101271004,0.743960092151
stage6_tumor_large_central_hard100kPa,1.21,2.4501767259763128,0.744504628215
stage6_tumor_large_central_hard100kPa,1.2149999999999999,2.457596955042167,0.746863736832
stage6_tumor_large_central_hard100kPa,1.22,2.4716122383944157,0.751321259082
stage6_tumor_large_central_hard100kPa,1.2249999999999999,2.4883022292490216,0.75662605435
stage6_tumor_large_central_hard100kPa,1.23,2.5098873803511514,0.763464326127
stage6_tumor_large_central_hard100kPa,1.2349999999999999,2.5322887151971347,0.770537727772
stage6_tumor_large_central_hard100kPa,1.24,2.5555193277312265,0.777850029262
stage6_tumor_large_central_hard100kPa,1.2449999999999999,2.576317671994995,0.784354971044
stage6_tumor_large_central_hard100kPa,1.25,2.596798270961287,0.790705288724
stage6_tumor_large_central_hard100kPa,1.255,2.617616416436612,0.796988023375
stage6_tumor_large_central_hard100kPa,1.26,2.648584299890643,0.806077353954
stage6_tumor_large_central_hard100kPa,1.265,2.690515990093474,0.818236175886
stage6_tumor_large_central_hard100kPa,1.27,2.762250646257106,0.838947325748
stage6_tumor_large_central_hard100kPa,1.275,2.8702366339682803,0.870348176947
stage6_tumor_large_central_hard100kPa,1.28,3.012787795505634,0.912244935085
stage6_tumor_large_central_hard100kPa,1.285,3.189711035286363,0.964872539751
stage6_tumor_large_central_hard100kPa,1.29,3.399040235326659,1.02789460477
stage6_tumor_large_central_hard100kPa,1.295,3.637123914653288,1.10039396832
stage6_tumor_large_central_hard100kPa,1.3,3.900421770658078,1.18148114301
stage6_tumor_large_central_hard100kPa,1.305,4.177614726834936,1.26760632464
stage6_tumor_large_central_hard100kPa,1.31,4.457548076074424,1.35508217505
stage6_tumor_large_central_hard100kPa,1.315,4.731547538885043,1.44102474174
stage6_tumor_large_central_hard100kPa,1.3199999999999998,4.991638132788096,1.52274365031
stage6_tumor_large_central_hard100kPa,1.325,5.226777393933769,1.59652548545
stage6_tumor_large_central_hard100kPa,1.33,5.429476762346331,1.65975762249
stage6_tumor_large_central_hard100kPa,1.335,5.593565058381262,1.7103219529
stage6_tumor_large_central_hard100kPa,1.3399999999999999,5.712296665122026,1.74606097491
stage6_tumor_large_central_hard100kPa,1.345,5.78654715785382,1.76748276382
stage6_tumor_large_central_hard100kPa,1.3499999999999999,5.817787535579041,1.77535256006
stage6_tumor_large_central_hard100kPa,1.355,5.809956309272904,1.77117824742
stage6_tumor_large_central_hard100kPa,1.3599999999999999,5.769304159494071,1.75708212579
stage6_tumor_large_central_hard100kPa,1.365,5.702954301198971,1.73539071244
stage6_tumor_large_central_hard100kPa,1.3699999999999999,5.620566683283515,1.70914885896
stage6_tumor_large_central_hard100kPa,1.375,5.53165470061895,1.68126495814
stage6_tumor_large_central_hard100kPa,1.38,5.446131258853961,1.6546626589
stage6_tumor_large_central_hard100kPa,1.385,5.373308456060659,1.63197958823
stage6_tumor_large_central_hard100kPa,1.39,5.319550031768788,1.61508959755
stage6_tumor_large_central_hard100kPa,1.395,5.28980889041229,1.60558382825
stage6_tumor_large_central_hard100kPa,1.4,5.291619048536773,1.60592832438
stage6_tumor_large_central_hard100kPa,1.405,5.321282179760255,1.61506569918
stage6_tumor_large_central_hard100kPa,1.41,5.376313123388661,1.63229216676
stage6_tumor_large_central_hard100kPa,1.415,5.453033357098808,1.65652199921
stage6_tumor_large_central_hard100kPa,1.42,5.545702382501346,1.68596986804
stage6_tumor_large_central_hard100kPa,1.425,5.643778293057546,1.71726311304
stage6_tumor_large_central_hard100kPa,1.43,5.738656745754379,1.74768013307
stage6_tumor_large_central_hard100kPa,1.435,5.819589114696161,1.77382523407
stage6_tumor_large_central_hard100kPa,1.44,5.8756649399599,1.79221501506
stage6_tumor_large_central_hard100kPa,1.4449999999999998,5.900391726340055,1.8007489554
stage6_tumor_large_central_hard100kPa,1.45,5.887263761787119,1.79734351809
stage6_tumor_large_central_hard100kPa,1.455,5.825686552101723,1.77867224271
stage6_tumor_large_central_hard100kPa,1.46,5.716551693736609,1.74508557306
