step,filename,vm_mean,vm_median,vm_max,vm_std,J_mean,J_min,J_max,inverted_elements,near_inverted_elements,min_J,max_J,mean_J,max_vm,part1_vm_mean,part1_vm_max,part1_J_mean,part1_n_elem,part2_vm_mean,part2_vm_max,part2_J_mean,part2_n_elem,disp_mean,disp_max
0,baseline_fast.0.vtk,521.49462890625,477.594970703125,1985.824462890625,312.02435302734375,1.0001978874206543,0.9893590211868286,1.0068399906158447,0,0,0.9893590211868286,1.0068399906158447,1.0001978874206543,1985.824462890625,723.4315795898438,1327.9979248046875,1.000239610671997,890,469.5813903808594,1985.824462890625,1.0001872777938843,3462,0.014603246934711933,0.034532420337200165
1,baseline_fast.1.vtk,748.1671752929688,643.9862060546875,3045.75927734375,539.35546875,1.0004078149795532,0.986545979976654,1.009950041770935,0,0,0.986545979976654,1.009950041770935,1.0004078149795532,3045.75927734375,970.4625244140625,2128.64404296875,1.0004233121871948,890,691.0201416015625,3045.75927734375,1.000403881072998,3462,0.015064815990626812,0.03457872197031975
2,baseline_fast.2.vtk,687.3776245117188,680.264892578125,2503.322021484375,396.64703369140625,1.0003087520599365,0.9853479862213135,1.0082800388336182,0,0,0.9853479862213135,1.0082800388336182,1.0003087520599365,2503.322021484375,996.8546142578125,1630.69677734375,1.0004246234893799,890,607.8182373046875,2503.322021484375,1.0002789497375488,3462,0.01442816760390997,0.03475957363843918
3,baseline_fast.3.vtk,508.9135437011719,484.2491760253906,1737.17822265625,237.12869262695312,1.0001534223556519,0.9893079996109009,1.005679965019226,0,0,0.9893079996109009,1.005679965019226,1.0001534223556519,1737.17822265625,796.9761962890625,1046.9091796875,1.0002769231796265,890,434.8592529296875,1737.17822265625,1.0001215934753418,3462,0.012040975503623486,0.034273676574230194
4,baseline_fast.4.vtk,402.16522216796875,340.255126953125,1682.2962646484375,212.83872985839844,1.000123143196106,0.9892920255661011,1.005810022354126,0,0,0.9892920255661011,1.005810022354126,1.000123143196106,1682.2962646484375,549.87841796875,1015.8751220703125,1.0001472234725952,890,364.1915588378906,1682.2962646484375,1.0001170635223389,3462,0.010869872756302357,0.03165139630436897
5,baseline_fast.5.vtk,422.2568359375,339.53094482421875,1625.25341796875,306.8963317871094,1.0001616477966309,0.9910420179367065,1.0060800313949585,0,0,0.9910420179367065,1.0060800313949585,1.0001616477966309,1625.25341796875,539.76416015625,1258.8675537109375,1.0001561641693115,890,392.0484619140625,1625.25341796875,1.000162959098816,3462,0.011660240590572357,0.02780003845691681
6,baseline_fast.6.vtk,440.3497314453125,410.44439697265625,1509.4671630859375,310.773193359375,1.0001660585403442,0.9918400049209595,1.0057899951934814,0,0,0.9918400049209595,1.0057899951934814,1.0001660585403442,1509.4671630859375,584.0938110351562,1226.51513671875,1.0001791715621948,890,403.3964538574219,1509.4671630859375,1.0001626014709473,3462,0.01243028324097395,0.026046117767691612
7,baseline_fast.7.vtk,473.1889343261719,448.935546875,1598.382080078125,287.66412353515625,1.000169038772583,0.991254985332489,1.0058799982070923,0,0,0.991254985332489,1.0058799982070923,1.000169038772583,1598.382080078125,646.9649658203125,1184.8126220703125,1.0002007484436035,890,428.51513671875,1598.382080078125,1.000160813331604,3462,0.01321710180491209,0.027620771899819374
8,baseline_fast.8.vtk,496.03802490234375,470.5896911621094,1798.09912109375,289.8961486816406,1.000176191329956,0.9902060031890869,1.0061999559402466,0,0,0.9902060031890869,1.0061999559402466,1.000176191329956,1798.09912109375,686.5531005859375,1213.7978515625,1.0002131462097168,890,447.0610656738281,1798.09912109375,1.0001665353775024,3462,0.013881918042898178,0.03058185614645481
9,baseline_fast.9.vtk,513.5534057617188,475.6710205078125,1974.5548095703125,306.4739685058594,1.0001896619796753,0.989425003528595,1.0066100358963013,0,0,0.989425003528595,1.0066100358963013,1.0001896619796753,1974.5548095703125,711.3179931640625,1287.6309814453125,1.000227689743042,890,462.7127380371094,1974.5548095703125,1.0001798868179321,3462,0.014392522163689137,0.03354337811470032
