% Model,stage5_reference_no_cooper_xoffset055_125g_solve_only_preview_result.mph
% Version,COMSOL 6.4.0.378
% Date,"Jun 4 2026, 13:23"
% Table,Table 3 - Volume Maximum 1
% Time (s),Displacement magnitude (mm),von Mises stress (N/m^2)
1.53,5.715558897413991,1743.7861073326249
1.535,5.193543573040983,1594.7716200979823
1.54,4.787267727043714,1470.7258345216603
1.545,4.478986856857537,1373.3102012056872
1.55,4.269570572810257,1303.893078450252
1.555,4.135617083866324,1256.2847271925357
1.56,4.067347627438219,1227.4471618358245
1.565,4.065052153689507,1212.2874134683057
1.5699999999999998,4.130729530333251,1203.4457868430884
1.575,4.213348693541821,1192.0958979216966
1.58,4.273558583587732,1172.2602692614603
1.585,4.284588370212509,1140.4029380081568
1.5899999999999999,4.223649630186935,1094.6090860162442
1.595,4.064147072411918,1033.251982457416
1.6,3.789575244398079,956.7481046924792
1.605,3.4006741600534913,865.6224254171419
1.6099999999999999,2.908118434723372,757.756673324904
1.615,2.337417067258954,630.9420233083135
1.6199999999999999,1.7343099549625343,483.6268967764161
1.625,1.1531337985332335,321.17972501915216
1.63,0.6031894278678117,148.78286270141652
1.635,0.3444581472378521,68.27218868431882
1.64,0.9063405088545127,211.719961467587
1.645,1.4380279380461838,367.9663593801639
1.65,1.9302285088135118,509.03104264652546
1.655,2.3733056156757,623.112932265319
1.66,2.7303164956610333,708.0965271221164
1.665,2.9636455958235404,760.9719050701896
1.67,3.0882489187745343,789.596793488577
1.675,3.0912669015513967,793.0948459049837
1.68,2.9794386925535474,773.1692558021085
1.685,2.759287842803328,728.5957823939832
1.69,2.455315333845691,660.3867136893679
1.6949999999999998,2.0976835512687906,572.0074912788991
1.7,1.714727909773604,470.69289367053324
1.705,1.3324397866787405,364.8564008165814
1.71,0.9836061098080697,263.71203939665764
1.7149999999999999,0.6635507738890741,192.48075556445812
1.72,0.5192799963436472,162.3305579810109
1.725,0.46471514261367664,149.4352536337008
1.73,0.44900834290595587,141.08590351711592
1.7349999999999999,0.4662251430884005,132.9733974233789
1.74,0.4932506773385828,127.95777830912947
1.745,0.42929236244323205,116.86677385171795
1.75,0.32046797811276806,90.64746800090626
1.755,0.2723651873193215,71.07503830483357
1.76,0.2945047239656137,60.25584888172303
1.7650000000000001,0.44892059402306045,97.12368686854816
1.77,0.6328615629916933,130.15346994527516
1.775,0.755336794739318,150.9845729523049
1.7799999999999998,0.7833948349877967,153.55585275922516
1.785,0.6986802548051028,145.88725185645097
1.79,0.5507721438819569,168.5592972828799
1.795,0.6828197431942801,222.2661854243196
1.7999999999999998,0.8475648502369986,282.92648738887215
1.805,1.0824653554347377,353.74919622203663
1.81,1.5627803860202405,511.709829856194
1.815,2.2984408771071534,694.2633411760814
1.8199999999999998,3.0880245125316894,884.6035827068584
1.825,3.8927868288714804,1080.4474888044447
1.83,4.690725446839737,1280.578655156283
1.835,5.446244995844005,1482.67949116681
1.8399999999999999,6.147456026329949,1680.9703491752466
1.845,6.777286431138384,1867.7191555158136
1.85,7.3250528093839575,2034.4591679381683
1.855,7.77930225913158,2173.507629291721
1.8599999999999999,8.127856986986624,2275.2712903837714
1.865,8.35962687634824,2332.5582920248635
1.87,8.46806059236728,2347.214110382483
1.875,8.436801396750203,2319.2987777357316
1.88,8.255017781290537,2250.2345886300036
1.885,7.929916244805928,2148.0498316014955
1.8900000000000001,7.48261338888266,2022.6277306496424
1.895,6.925919257577193,1881.2736868603588
1.9,6.2871050575151255,1729.168422935659
1.9000000000000001,6.287105057515095,1729.1684229356533
1.925,3.263662219696979,1016.7622380994655
1.9500000000000002,3.7050715862228856,1201.8170871305244
1.975,7.234696522629168,1918.275965629006
2,8.739380144665256,2350.3645872072548
2.0250000000000004,6.304545658061926,1800.8942539442276
2.0500000000000003,3.3355532285307876,1106.609852074287
2.075,3.722563943464962,1077.9795847929615
2.1,6.314974671977147,1882.0835577304
2.125,8.804362135439495,2319.5865798310256
2.1500000000000004,6.996508939707282,1913.4633594893958
2.1750000000000003,3.5521517065279227,1128.556191760775
2.2,3.2211746394539,1073.9337262352751
