% Model,stage5_reference_no_cooper_xoffset055_125g_solve_only_preview_result.mph
% Version,COMSOL 6.4.0.378
% Date,"Jun 4 2026, 13:22"
% Table,Table 2 - Volume Average 1
% Time (s),Displacement magnitude (mm),von Mises stress (N/m^2)
1.5,5.309510507664185,580.5824608643183
1.505,4.9442029850226925,539.459682504965
1.51,4.574493190132057,497.216699292419
1.515,4.210660271911744,455.3001060503748
1.52,3.8621814354247506,415.1751714262924
1.525,3.540986966376168,378.6454856710393
1.53,3.252521873406589,346.53483554611677
1.535,3.0006870903603526,319.2543754103628
1.54,2.788068370852107,296.8698704809704
1.545,2.6152998035860513,279.0855969476971
1.55,2.4853770368946178,265.8304210063714
1.555,2.3886248910145036,255.91633059131706
1.56,2.3194500362211796,248.86002489818523
1.565,2.2709534258901405,244.207052093634
1.5699999999999998,2.235326005395717,241.4201119076134
1.575,2.202781152955988,239.5774973845089
1.58,2.1636592719693812,237.43385687195206
1.585,2.109908070879499,233.78656082387252
1.5899999999999999,2.0343553150567755,227.43252065786197
1.595,1.9285161890441764,216.95058856103552
1.6,1.7874994615893218,201.52458652890266
1.605,1.611007093138146,181.2285450920238
1.6099999999999999,1.3985404591954147,156.31916926402835
1.615,1.1517482070118255,127.45862965744304
1.6199999999999999,0.8719247855948324,95.3555385832018
1.625,0.569434406331212,61.62781619289661
1.63,0.2550514768068496,28.606867446871078
1.635,0.09634667569126872,14.934580384281103
1.64,0.3827809876735158,44.66513797771639
1.645,0.6708525050861007,76.13935249738428
1.65,0.9279311109358659,104.85609560330815
1.655,1.143690258351273,129.41540384907162
1.66,1.310482902649226,148.6292199052331
1.665,1.4174229754419145,160.87179269269242
1.67,1.4743062567951752,167.0984077689467
1.675,1.4766951876010859,166.74948865014477
1.68,1.4290248260358624,160.45225554143755
1.685,1.3344636894028812,148.80360005155634
1.69,1.2021003148632412,133.11860341388672
1.6949999999999998,1.0415356389219665,114.65596634928761
1.7,0.8638842156839299,94.6533933845825
1.705,0.680269741103055,74.19037463073947
1.71,0.5037762033115639,54.483607855118805
1.7149999999999999,0.34435896751300565,36.68572950098169
1.72,0.2149127177010891,23.556071295255563
1.725,0.1379855460722496,19.78495726407716
1.73,0.13734196589075073,22.86393273035608
1.7349999999999999,0.15341629337261758,26.23631168328721
1.74,0.15261512359502288,26.63286995586374
1.745,0.1329490364489207,23.903066777352613
1.75,0.10180694658128434,18.966713166255815
1.755,0.08453205985251697,14.449136618036372
1.76,0.1162169447779809,15.179542252694727
1.7650000000000001,0.16197408580257439,20.924923830087014
1.77,0.20497808320903751,27.647084952460602
1.775,0.23311902048711988,32.89881404322445
1.7799999999999998,0.2368535651753286,35.344285359854176
1.785,0.2139365096001475,34.54979618176937
1.79,0.18089944720534906,32.07717378308703
1.795,0.2183973617139427,33.33391349167583
1.7999999999999998,0.39600913524230225,43.540024550949376
1.805,0.6427074670610613,64.92218091778318
1.81,0.9362932962203537,96.31280341926573
1.815,1.2672828611211855,133.6848534272903
1.8199999999999998,1.6261726480983483,174.864393127437
1.825,2.002812948974402,218.2008076601874
1.83,2.386481342098658,261.9969048044404
1.835,2.7644096380597816,304.3731176392647
1.8399999999999999,3.1272301867327275,344.347315772029
1.845,3.4645096734926093,380.8546354115626
1.85,3.7670386807600065,413.20917904551436
1.855,4.02372344658005,440.71638442902406
1.8599999999999999,4.220026712938754,462.37417958849994
1.865,4.3431967234257005,477.0352763269954
1.87,4.389052382109917,483.9571266365024
1.875,4.352935755688308,482.00876003889465
1.88,4.235921738533901,470.4539303703975
1.885,4.047919138001056,449.74416232036174
1.8900000000000001,3.8048712299063614,421.5580876870596
1.895,3.521392213880427,387.84460642009543
1.9,3.213769808996117,351.0176333883292
1.9000000000000001,3.2137698089961018,351.01763338832757
1.925,1.9320876477966924,202.9101858190462
1.9500000000000002,2.2044654428049815,230.11517744093453
1.975,3.5997894439416642,398.8603457214537
2,4.347473487996155,481.62888293311937
2.0250000000000004,3.417571546930768,374.3588383316527
2.0500000000000003,2.0093088515864896,207.23472916839597
2.075,2.0361199200840714,216.83256773647065
2.1,3.5069729929390725,379.8649946173836
2.125,4.359275762574568,486.1291129988206
2.1500000000000004,3.51345643109633,385.1739780111068
2.1750000000000003,2.131144664333588,225.35092480843494
2.2,1.9996956180311032,207.87745515320583
