step,filename,vm_mean,vm_median,vm_max,vm_std,J_mean,J_min,J_max,inverted_elements,near_inverted_elements,min_J,max_J,mean_J,max_vm,part1_vm_mean,part1_vm_max,part1_J_mean,part1_n_elem,part2_vm_mean,part2_vm_max,part2_J_mean,part2_n_elem,disp_mean,disp_max
0,overnight_hetero.0.vtk,787.0513916015625,616.0345458984375,2838.6416015625,619.2389526367188,1.0004502534866333,0.9777870178222656,1.0156199932098389,0,0,0.9777870178222656,1.0156199932098389,1.0004502534866333,2838.6416015625,1026.8543701171875,2758.382568359375,1.0004572868347168,1688,724.9579467773438,2838.6416015625,1.00044846534729,6519,0.02282639406621456,0.05205344036221504
1,overnight_hetero.1.vtk,732.548583984375,735.52685546875,2196.813232421875,481.1343688964844,1.0003663301467896,0.9753350019454956,1.020990014076233,0,0,0.9753350019454956,1.020990014076233,1.0003663301467896,2196.813232421875,1076.36181640625,2166.439697265625,1.0004796981811523,1688,643.5230712890625,2196.813232421875,1.00033700466156,6519,0.0221005417406559,0.052171818912029266
2,overnight_hetero.2.vtk,590.6041259765625,573.4853515625,1492.58935546875,310.0023193359375,1.0002233982086182,0.9754499793052673,1.0258899927139282,0,0,0.9754499793052673,1.0258899927139282,1.0002233982086182,1492.58935546875,943.9148559570312,1471.1942138671875,1.000383973121643,1688,499.1195068359375,1492.58935546875,1.000181794166565,6519,0.02006722055375576,0.052736587822437286
3,overnight_hetero.3.vtk,514.8953247070312,439.33624267578125,1706.8372802734375,256.3809509277344,1.000187635421753,0.9823259711265564,1.0102100372314453,0,0,0.9823259711265564,1.0102100372314453,1.000187635421753,1706.8372802734375,739.4208984375,1436.294921875,1.0002522468566895,1688,456.75762939453125,1706.8372802734375,1.0001709461212158,6519,0.019405387341976166,0.05311918258666992
