step,filename,n_elements,vm_mean,vm_median,vm_max,vm_std,J_mean,J_median,J_std,part1_vm_mean,part1_vm_max,part1_J_mean,part1_n_elem,part2_vm_mean,part2_vm_max,part2_J_mean,part2_n_elem,disp_mean,disp_max
0,homogeneous_density_and_coef.0.vtk,23380,694.781494140625,563.6444091796875,2729.3291015625,455.6763916015625,1.0004044771194458,1.0001800060272217,0.0009463109308853745,671.4188232421875,1439.6995849609375,1.0003933906555176,5071,701.252197265625,2729.3291015625,1.0004075765609741,18309,0.019976669922471046,0.04531404376029968
1,homogeneous_density_and_coef.1.vtk,23380,663.0287475585938,735.2210693359375,1957.7279052734375,337.99041748046875,1.0003385543823242,1.000249981880188,0.0009575498988851905,699.2227172851562,1159.9627685546875,1.0004032850265503,5071,653.0042724609375,1957.7279052734375,1.000320553779602,18309,0.019093303009867668,0.04549003392457962
2,homogeneous_density_and_coef.2.vtk,23380,536.1401977539062,570.3704833984375,1281.3336181640625,195.8725128173828,1.0002013444900513,1.0002199411392212,0.000786203658208251,605.4473876953125,853.6096801757812,1.0003050565719604,5071,516.9443359375,1281.3336181640625,1.0001726150512695,18309,0.016964079812169075,0.04626999795436859
3,homogeneous_density_and_coef.3.vtk,23380,460.3874206542969,430.675048828125,1927.5963134765625,189.2755126953125,1.0001723766326904,1.0001399517059326,0.0005924197030253708,470.3539733886719,788.07666015625,1.00020170211792,5071,457.6270751953125,1927.5963134765625,1.0001643896102905,18309,0.01638074964284897,0.046650078147649765
4,homogeneous_density_and_coef.4.vtk,23380,456.68096923828125,349.5081481933594,1817.8240966796875,251.93356323242188,1.0001863241195679,1.0000900030136108,0.0005739331827498972,448.2666015625,883.00634765625,1.0001856088638306,5071,459.011474609375,1817.8240966796875,1.0001866817474365,18309,0.01719476655125618,0.043394897133111954
5,homogeneous_density_and_coef.5.vtk,23380,458.7659606933594,454.5013122558594,1730.4478759765625,274.83001708984375,1.0001966953277588,1.0001200437545776,0.0005684688221663237,446.94873046875,892.2958984375,1.0002020597457886,5071,462.0389404296875,1730.4478759765625,1.0001952648162842,18309,0.01776532083749771,0.037906941026449203
6,homogeneous_density_and_coef.6.vtk,23380,472.71710205078125,478.1063537597656,1733.43505859375,266.0661926269531,1.0002026557922363,1.0001200437545776,0.0005736422026529908,466.8735046386719,882.392822265625,1.0002236366271973,5071,474.3355712890625,1733.43505859375,1.0001968145370483,18309,0.018254877999424934,0.035930391401052475
7,homogeneous_density_and_coef.7.vtk,23380,487.9049987792969,487.7030334472656,1773.3961181640625,249.51840209960938,1.0002070665359497,1.0001399517059326,0.0005928617902100086,494.45208740234375,855.1746826171875,1.0002357959747314,5071,486.0917053222656,1773.3961181640625,1.0001989603042603,18309,0.018677571788430214,0.03871143236756325
8,homogeneous_density_and_coef.8.vtk,23380,497.265625,495.51226806640625,1815.8656005859375,244.75254821777344,1.0002083778381348,1.0001399517059326,0.0006226326222531497,509.362548828125,844.8184814453125,1.000234842300415,5071,493.9151916503906,1815.8656005859375,1.0002009868621826,18309,0.019039049744606018,0.042324747890233994
9,homogeneous_density_and_coef.9.vtk,23380,506.1692810058594,498.3960876464844,1847.66552734375,245.96774291992188,1.000211238861084,1.0001399517059326,0.0006542449700646102,518.7745971679688,865.0498046875,1.0002374649047852,5071,502.67803955078125,1847.66552734375,1.0002039670944214,18309,0.019352318719029427,0.044751331210136414
10,homogeneous_density_and_coef.10.vtk,23380,513.5767211914062,501.2471618652344,1868.49462890625,248.97142028808594,1.0002162456512451,1.0001399517059326,0.0006768338498659432,524.9747314453125,889.210693359375,1.000245213508606,5071,510.4197998046875,1868.49462890625,1.0002082586288452,18309,0.01960994303226471,0.045754991471767426
11,homogeneous_density_and_coef.11.vtk,23380,518.8868408203125,508.1128234863281,1880.5235595703125,251.60763549804688,1.0002212524414062,1.0001399517059326,0.0006862820591777563,529.7407836914062,899.54931640625,1.0002522468566895,5071,515.880615234375,1880.5235595703125,1.0002124309539795,18309,0.01980920508503914,0.046031005680561066
12,homogeneous_density_and_coef.12.vtk,23380,522.5511474609375,514.95703125,1886.9835205078125,254.24746704101562,1.0002251863479614,1.0001399517059326,0.0006871929508633912,533.660888671875,903.4258422851562,1.0002565383911133,5071,519.47412109375,1886.9835205078125,1.0002166032791138,18309,0.01995108462870121,0.0460614375770092
13,homogeneous_density_and_coef.13.vtk,23380,524.6868896484375,518.2847900390625,1890.5389404296875,256.9185791015625,1.0002280473709106,1.0001499652862549,0.0006858078413642943,535.9173583984375,905.963134765625,1.000258445739746,5071,521.576416015625,1890.5389404296875,1.0002195835113525,18309,0.020031847059726715,0.04598471149802208
14,homogeneous_density_and_coef.14.vtk,23380,525.2368774414062,518.9622802734375,1892.3511962890625,258.56243896484375,1.000229001045227,1.0001499652862549,0.0006850117933936417,536.290771484375,908.2562255859375,1.0002586841583252,5071,522.17529296875,1892.3511962890625,1.000220537185669,18309,0.020052125677466393,0.045862019062042236
15,homogeneous_density_and_coef.15.vtk,23380,524.5132446289062,517.7084350585938,1892.3856201171875,258.54595947265625,1.0002281665802002,1.0001499652862549,0.000684676575474441,535.43896484375,908.8059692382812,1.000257968902588,5071,521.4872436523438,1892.3856201171875,1.0002199411392212,18309,0.02002570405602455,0.045756906270980835
16,homogeneous_density_and_coef.16.vtk,23380,523.1161499023438,516.1070556640625,1890.516357421875,257.3444519042969,1.0002264976501465,1.0001399517059326,0.0006838024128228426,534.0918579101562,906.1463012695312,1.0002565383911133,5071,520.0762329101562,1890.516357421875,1.0002182722091675,18309,0.01997463032603264,0.04569302126765251
17,homogeneous_density_and_coef.17.vtk,23380,521.5814208984375,514.3131103515625,1887.3026123046875,255.91812133789062,1.0002249479293823,1.0001399517059326,0.0006820575217716396,532.644287109375,902.21240234375,1.0002549886703491,5071,518.517333984375,1887.3026123046875,1.0002167224884033,18309,0.01991877891123295,0.04564424231648445
18,homogeneous_density_and_coef.18.vtk,23380,520.21826171875,512.9102783203125,1883.6805419921875,254.93612670898438,1.0002237558364868,1.0001399517059326,0.0006798732792958617,531.2595825195312,899.0081787109375,1.000253438949585,5071,517.1602172851562,1883.6805419921875,1.0002156496047974,18309,0.019870053976774216,0.04557603970170021
19,homogeneous_density_and_coef.19.vtk,23380,519.1422729492188,511.8606872558594,1880.4449462890625,254.5264434814453,1.0002230405807495,1.0001399517059326,0.0006777365924790502,530.0418090820312,897.2898559570312,1.000252604484558,5071,516.1234130859375,1880.4449462890625,1.0002148151397705,18309,0.019832681864500046,0.04548173397779465
