step,filename,n_elements,vm_mean,vm_median,vm_max,vm_std,J_mean,J_median,J_std,part1_vm_mean,part1_vm_max,part1_J_mean,part1_n_elem,part2_vm_mean,part2_vm_max,part2_J_mean,part2_n_elem,disp_mean,disp_max
10,heterogeneous_density.10.vtk,23380,522.4457397460938,477.5650939941406,1843.080078125,308.0124206542969,1.0002074241638184,1.0001100301742554,0.0006854505045339465,722.8679809570312,1552.880126953125,1.0002572536468506,5071,466.9352722167969,1843.080078125,1.000193476676941,18309,0.016826888546347618,0.03762310743331909
11,heterogeneous_density.11.vtk,23380,526.8846435546875,484.5967102050781,1841.802734375,307.98681640625,1.0002100467681885,1.0001100301742554,0.0006878276471979916,730.547119140625,1558.8719482421875,1.000261902809143,5071,470.47674560546875,1841.802734375,1.0001957416534424,18309,0.016955677419900894,0.03775348886847496
12,heterogeneous_density.12.vtk,23380,528.1416015625,487.515625,1841.9344482421875,310.1722717285156,1.0002120733261108,1.0001100301742554,0.000686927349306643,730.9840087890625,1561.7288818359375,1.0002630949020386,5071,471.9608459472656,1841.9344482421875,1.0001978874206543,18309,0.017002906650304794,0.03750396892428398
13,heterogeneous_density.13.vtk,23380,526.8711547851562,487.923828125,1842.6475830078125,312.1062316894531,1.000212550163269,1.0001100301742554,0.0006842078873887658,727.2208862304688,1560.6337890625,1.000261664390564,5071,471.38067626953125,1842.6475830078125,1.0001989603042603,18309,0.01697630062699318,0.03713812306523323
14,heterogeneous_density.14.vtk,23380,524.0133666992188,485.1619567871094,1838.8663330078125,311.5845031738281,1.0002107620239258,1.0001100301742554,0.0006795201334170997,722.5162963867188,1551.8216552734375,1.0002588033676147,5071,469.0345153808594,1838.8663330078125,1.000197410583496,18309,0.016893818974494934,0.03681647405028343
15,heterogeneous_density.15.vtk,23380,520.5652465820312,481.642578125,1829.64111328125,309.1963195800781,1.0002079010009766,1.0001100301742554,0.000673847331199795,718.12158203125,1538.744384765625,1.0002551078796387,5071,465.8486022949219,1829.64111328125,1.0001945495605469,18309,0.016787424683570862,0.03658772632479668
16,heterogeneous_density.16.vtk,23380,517.3211059570312,478.2640380859375,1818.409912109375,306.67169189453125,1.0002050399780273,1.0001100301742554,0.0006686784909106791,714.1007690429688,1527.388916015625,1.0002521276474,5071,462.8194885253906,1818.409912109375,1.0001919269561768,18309,0.016687540337443352,0.03642799332737923
17,heterogeneous_density.17.vtk,23380,514.7581787109375,475.56884765625,1808.749755859375,304.9980773925781,1.000203251838684,1.0001100301742554,0.0006648245616815984,710.583984375,1520.4200439453125,1.000249981880188,5071,460.5207824707031,1808.749755859375,1.0001901388168335,18309,0.01661127246916294,0.036302872002124786
18,heterogeneous_density.18.vtk,23380,513.0479736328125,473.8702087402344,1802.1068115234375,304.1823425292969,1.0002022981643677,1.000100016593933,0.000662316451780498,707.9517211914062,1516.9693603515625,1.0002484321594238,5071,459.06591796875,1802.1068115234375,1.0001893043518066,18309,0.016562320291996002,0.036199383437633514
19,heterogeneous_density.19.vtk,23380,512.1375732421875,473.24200439453125,1798.424560546875,303.8761291503906,1.0002018213272095,1.000100016593933,0.0006608578260056674,706.4417114257812,1515.3187255859375,1.000247836112976,5071,458.32159423828125,1798.424560546875,1.0001890659332275,18309,0.016536878421902657,0.03612248972058296
